,School,Program,District,Longitude,Latitude,Cutoff,Quality,Size
1,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kumasi Metro,-1.597187161,6.682059765,302,323.7248322,149
2,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ho Municipal,0.52614224,6.717607021,301,331.55,40
3,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kwabre (Mamponteng),-1.541420102,6.806778431,263,287.65,60
4,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kassena/Nankani (Navrongo),-1.217440963,10.90942287,271,294.3,90
5,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Sekyere East (Effiduase),-0.844235957,7.210828781,291,307.975,40
6,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,388,404.9772727,88
7,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,East Gonja (Salaga),-0.5339396,8.729157448,239,268.7,50
8,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Nzema East (Axim),-2.311802149,5.141225815,241,268.65,60
9,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,East Akim (Kibi),-0.454344213,6.178557873,312,331.5555556,36
10,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tamale,-0.784348249,9.383351326,290,312.25,100
11,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Lawra,-2.800941229,10.54639816,288,314.275,80
12,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,238,266.9538462,65
13,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Tamale,-0.784348249,9.383351326,290,312.25,100
14,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Builsa (Sandema),-1.337494493,10.55707264,252,272.3,100
15,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Wassa West (Tarkwa),-1.988853216,5.276049137,271,290.65,40
16,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tamale,-0.784348249,9.383351326,276,297.8,100
17,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Dangme West (Dodowa),0.512386501,5.786250591,287,311.875,40
18,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Berekum,-2.631743908,7.503564835,297,315.6964286,56
19,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Wa Municipal,-2.285030365,10.03062153,273,292.5555556,90
20,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Sekyere West (Mampong),-1.180076838,7.199564934,261,287.14,50
21,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,West Gonja (Damongo),-1.700405836,9.505651474,226,248.05,100
22,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Asante Akim North (Konongo),-1.017963052,6.834003925,331,345.8,40
23,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,345,364.475,40
24,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Assin North (Assin Fosu),-1.374616981,5.77799511,stud,267.93,100
25,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Keta,0.853055775,5.907464027,234,262.8163265,49
26,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Tamale,-0.784348249,9.383351326,256,275.3222222,90
27,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,West Akim (Asamankese),-0.609122574,5.833612442,278,300.6333333,60
28,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Assin North (Assin Fosu),-1.374616981,5.77799511,288,307.875,40
29,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ahafo Ano North (Tepa),-2.207579613,6.900829792,271,293.76,50
30,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Saboba/Chereponi (Saboba),0.166294068,9.916285515,208,230.25,8
31,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Dangme West (Dodowa),0.512386501,5.786250591,215,255.8333333,12
32,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Sekyere West (Mampong),-1.180076838,7.199564934,261,287.14,50
33,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ho Municipal,0.52614224,6.717607021,209,241.2631579,38
34,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,345,364.475,40
35,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Builsa (Sandema),-1.337494493,10.55707264,200,232.1034483,29
36,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asikuma/Odoben/Brakwa (Breman Asikuma),-1.017074227,5.638250351,309,329.2428571,70
37,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,289,303.0666667,15
38,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,316,333.1315789,38
39,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Tamale,-0.784348249,9.383351326,290,312.25,100
40,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Sekyere West (Mampong),-1.180076838,7.199564934,261,287.14,50
41,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Afigya Sekyere (Agona),-1.548614264,7.00199604,290,311.03,100
42,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464,266,288.1555556,45
43,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Nzema East (Axim),-2.311802149,5.141225815,207,241.5,40
44,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,207,282.0198675,151
45,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Nanumba North (Bimbilla),-0.141764164,8.816774368,218,232.7666667,30
46,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Afigya Sekyere (Agona),-1.548614264,7.00199604,290,311.03,100
47,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Assin North (Assin Fosu),-1.374616981,5.77799511,288,307.875,40
48,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kpando,0.267385125,6.89685154,226,257.85,40
49,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Wassa West (Tarkwa),-1.988853216,5.276049137,309,330.0666667,90
50,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,278,295.54,50
51,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Afigya Sekyere (Agona),-1.548614264,7.00199604,248,272.0333333,60
52,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Mfantsiman (Saltpond),-1.006453395,5.201528072,246,267.6530612,49
53,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kpando,0.267385125,6.89685154,214,249.3877551,49
54,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Tamale,-0.784348249,9.383351326,269,289.56,300
55,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Sekyere East (Effiduase),-0.844235957,7.210828781,291,307.975,40
56,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Asutifi (Kenyasi),-2.515068054,7.028093815,205,252.0875,80
57,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Adansi East (New Edubiase),-1.396528602,6.105481625,233,254.5166667,60
58,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Gomoa (Apam),-0.723635495,5.404561043,267,288.75,40
59,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asutifi (Kenyasi),-2.515068054,7.028093815,341,355.5,34
60,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Kwaebibirem (Kade),-0.799037278,6.133318901,298,323.54,50
61,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Bawku East (Bawku),-0.18813774,11.03635216,207,239.4222222,90
62,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bolgatanga,-0.880232632,10.74245644,258,284.6122449,49
63,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,289,303.0666667,15
64,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Afigya Sekyere (Agona),-1.548614264,7.00199604,248,272.0333333,60
65,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ga West (Amasaman),-0.397510529,5.664687634,279,306.4102564,39
66,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Gomoa (Apam),-0.723635495,5.404561043,278,302.8686869,99
67,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Techiman,-1.944841981,7.677614689,286,309.62,100
68,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,329,347.99,100
69,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kpando,0.267385125,6.89685154,292,320.625,40
70,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Mfantsiman (Saltpond),-1.006453395,5.201528072,280,303.3838384,99
71,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Assin North (Assin Fosu),-1.374616981,5.77799511,288,307.875,40
72,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,South Tongu (Sogakope),0.645589471,5.960537434,290,314.08,100
73,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464,266,288.1555556,45
74,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Bolgatanga,-0.880232632,10.74245644,284,304.1875,80
75,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ho Municipal,0.52614224,6.717607021,277,304.3333333,30
76,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Agona Swedru,-0.755242527,5.617353439,286,307.0756303,119
77,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591,220,220,1
78,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591,218,260.1818182,11
79,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675,287,312.4166667,60
80,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ahafo Ano North (Tepa),-2.207579613,6.900829792,271,293.76,50
81,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675,263,283,60
82,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Kumasi Metro,-1.597187161,6.682059765,306,329.2,120
83,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tema,-0.050088216,5.69031477,230,270.4916667,120
84,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,Hohoe,0.466238558,7.030594826,223,237.1428571,7
85,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Gomoa (Apam),-0.723635495,5.404561043,335,354.22,150
86,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Cape Coast Municipal,-1.306593895,5.153656006,368,384.7310924,119
87,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515,240,270.18,50
88,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Birim North ( New Abirem),-1.021674633,6.22278738,204,251.1333333,270
89,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tema,-0.050088216,5.69031477,252,280.7777778,90
90,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,North Tongu (Adidome),0.407175899,6.13318634,241,266.2666667,135
91,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Asante Akim North (Konongo),-1.017963052,6.834003925,331,345.8,40
92,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,328,345.5838926,149
93,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,330,348.1282051,39
94,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Wassa West (Tarkwa),-1.988853216,5.276049137,309,330.0666667,90
95,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Assin North (Assin Fosu),-1.374616981,5.77799511,288,307.875,40
96,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Wenchi,-1.944841981,7.677614689,221,252.6756757,37
97,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Agona Swedru,-0.755242527,5.617353439,269,299.1454545,55
98,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,283,311.5833333,120
99,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asikuma/Odoben/Brakwa (Breman Asikuma),-1.017074227,5.638250351,309,329.2428571,70
100,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,292,313.2891566,83
101,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Cape Coast Municipal,-1.306593895,5.153656006,369,392.075,120
102,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Gomoa (Apam),-0.723635495,5.404561043,278,302.8686869,99
103,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Tamale,-0.784348249,9.383351326,241,260.8777778,90
104,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,314,326.68,50
105,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,South Tongu (Sogakope),0.645589471,5.960537434,290,314.08,100
106,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464,266,288.1555556,45
107,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Adansi West (Obuasi),-1.65927422,5.986411572,293,314.84,50
108,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,New Juaben (Koforidua),-0.297512323,6.112612724,345,367.1555556,180
109,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Akwapim North (Akropong),-0.166071147,5.976426125,290,313.025,40
110,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815,236,260.01,100
111,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,361,373.675,40
112,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Cape Coast Municipal,-1.306593895,5.153656006,368,384.7310924,119
113,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ketu (Denu),1.032708645,6.111227512,238,283.4444444,135
114,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Birim South (Akim Oda),-0.969164491,5.864167213,208,243.9333333,60
115,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ga West (Amasaman),-0.397510529,5.664687634,231,267.0379747,79
116,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Bawku East (Bawku),-0.18813774,11.03635216,263,279.2,90
117,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Sekyere East (Effiduase),-0.844235957,7.210828781,236,260.5375,80
118,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Akwapim South (Nsawam),-0.268249363,5.826002598,321,336.5333333,30
119,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kumasi Metro,-1.597187161,6.682059765,348,364.9777778,45
120,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Keta,0.853055775,5.907464027,228,253.15,40
121,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815,236,260.01,100
122,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815,260,260,1
123,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775,262,283.65,60
124,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kintampo,-1.544426322,8.371118546,215,236.9166667,36
125,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,227,248.28,50
126,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Gomoa (Apam),-0.723635495,5.404561043,278,302.8686869,99
127,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asante Akim North (Konongo),-1.017963052,6.834003925,331,345.8,40
128,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kwahu South (Mpraeso),-0.635528684,6.619226456,306,330.7125,80
129,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,328,345.19,100
130,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Tamale,-0.784348249,9.383351326,231,248.84,50
131,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Keta,0.853055775,5.907464027,234,262.8163265,49
132,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,New Juaben (Koforidua),-0.297512323,6.112612724,270,293.6,80
133,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Accra Metropolitan,-0.197115257,5.607395649,321,338.5384615,39
134,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ho Municipal,0.52614224,6.717607021,214,249.2580645,31
135,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,321,338.5384615,39
136,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kassena/Nankani (Navrongo),-1.217440963,10.90942287,205,237.35,40
137,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Jaman (Drobo),-2.75930357,7.683095932,212,263.0333333,90
138,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Mfantsiman (Saltpond),-1.006453395,5.201528072,210,251.627907,43
139,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,238,266.9538462,65
140,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ho Municipal,0.52614224,6.717607021,228,254.9,10
141,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Accra Metropolitan,-0.197115257,5.607395649,229,255.1052632,19
142,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,288,310.1428571,49
143,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Sefwi Wiawso,-2.637861013,6.25838995,226,256,6
144,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,West Mamprusi (Walewale),-1.117310524,10.33463287,204,243.5,10
145,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Keta,0.853055775,5.907464027,278,303.0266667,150
146,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Industrial Mechanics,Kumasi Metro,-1.597187161,6.682059765,298,318.0571429,35
147,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,330,348.1282051,39
148,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwahu South (Mpraeso),-0.635528684,6.619226456,217,264.1428571,70
149,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kwahu South (Mpraeso),-0.635528684,6.619226456,262,293.4,40
150,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Tamale,-0.784348249,9.383351326,263,282.375,360
151,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Bongo,-0.787704289,10.92411995,281,290.8222222,45
152,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,277,293.2022472,89
153,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Gomoa (Apam),-0.723635495,5.404561043,203,236.6625,80
154,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477,207,245.3103448,87
155,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Cape Coast Municipal,-1.306593895,5.153656006,368,384.7310924,119
156,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,New Juaben (Koforidua),-0.297512323,6.112612724,343,358.96,100
157,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kwahu North (Donkorkrom),-0.264697343,6.911973476,216,258.6923077,78
158,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Sekyere West (Mampong),-1.180076838,7.199564934,253,289.2133333,150
159,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Edina/Komenda/Eguafo,-1.437419772,5.140793324,269,294.98,50
160,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412,251,269.94,50
161,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwahu South (Mpraeso),-0.635528684,6.619226456,270,299.5875,80
162,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asikuma/Odoben/Brakwa (Breman Asikuma),-1.017074227,5.638250351,228,251.86,50
163,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Sekyere West (Mampong),-1.180076838,7.199564934,324,351.48,50
164,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Adansi East (New Edubiase),-1.396528602,6.105481625,226,257.03,100
165,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Birim South (Akim Oda),-0.969164491,5.864167213,208,247.6153846,26
166,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Gomoa (Apam),-0.723635495,5.404561043,278,302.8686869,99
167,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Asikuma/Odoben/Brakwa (Breman Asikuma),-1.017074227,5.638250351,309,329.2428571,70
168,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815,260,260,1
169,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,NA,NA,NA
170,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228,215,254.5,6
171,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Sefwi Wiawso,-2.637861013,6.25838995,220,246.5777778,90
172,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Plumbing & Gas Fitting,Nzema East (Axim),-2.311802149,5.141225815,214,262,11
173,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,292,313.2891566,83
174,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464,235,261.42,100
175,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kwabre (Mamponteng),-1.541420102,6.806778431,287,309.22,50
176,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892,249,266.38,50
177,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Akwapim North (Akropong),-0.166071147,5.976426125,228,262.8333333,18
178,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,Tema,-0.050088216,5.69031477,248,270.5,2
179,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Berekum,-2.631743908,7.503564835,297,315.6964286,56
180,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,328,345.19,100
181,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,NA,NA,NA
182,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,272,297.2916667,120
183,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,259,288.325,120
184,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Cape Coast Municipal,-1.306593895,5.153656006,290,315,29
185,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Asante Akim South (Juaso),-1.088292599,6.532979965,208,250.9090909,66
186,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Nadowli,-2.427624464,10.36250973,262,278.65,80
187,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Techiman,-1.944841981,7.677614689,256,271,50
188,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815,260,260,1
189,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,374,395.8466667,150
190,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwabre (Mamponteng),-1.541420102,6.806778431,287,309.22,50
191,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775,262,283.65,60
192,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,202,248.9230769,52
193,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,309,329.1555556,45
194,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,West Akim (Asamankese),-0.609122574,5.833612442,247,255.5,2
195,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kwahu West (Nkawkaw),-0.801975071,6.527020931,245,273.4428571,70
196,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Birim South (Akim Oda),-0.969164491,5.864167213,288,311,35
197,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Kassena/Nankani (Navrongo),-1.217440963,10.90942287,271,294.3,90
198,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Bolgatanga,-0.880232632,10.74245644,284,304.1875,80
199,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412,291,311.6666667,45
200,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Nkwanta,0.402096868,8.323553085,214,224,6
