,School,Program,District,Longitude,Latitude,Cutoff,Quality,Size
2378,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Motor Vehicle Mech.,Accra Metropolitan,-0.197115257,5.607395649,298,324.25,20
2379,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bolgatanga,-0.880232632,10.74245644,201,225.5333333,15
2380,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,East Akim (Kibi),-0.454344213,6.178557873,NA,NA,NA
2381,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ho Municipal,0.52614224,6.717607021,213,281,19
2382,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,Keta,0.853055775,5.907464027,209,233.1,10
2383,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metro,NA,NA,NA,NA,NA
2384,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,207,282.0198675,151
2385,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,Tamale,-0.784348249,9.383351326,230,236,3
2386,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2387,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Offinso,-1.890868545,7.34876442,214,254.4516129,31
2388,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tema,-0.050088216,5.69031477,NA,NA,NA
2389,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Hair Dressing,KUMASI METRO,NA,NA,NA,NA,NA
2390,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,Sekyere East (Effiduase),-0.844235957,7.210828781,240,288.25,4
2391,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Bawku West (Zebilla),-0.478857458,10.81852722,252,265.9375,80
2392,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Catering,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,NA,NA,NA
2393,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,New Juaben (Koforidua),-0.297512323,6.112612724,NA,NA,NA
2394,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ejura/Sekyedumase (Ejura),-1.367965341,7.462873936,217,260.9166667,12
2395,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,TEMA,NA,NA,NA,NA,NA
2396,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,NA,NA,NA
2397,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Bole,-2.266675234,8.629695892,188,234.5,24
2398,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Kwahu South (Mpraeso),-0.635528684,6.619226456,226,264,8
2399,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Mfantsiman (Saltpond),-1.006453395,5.201528072,NA,NA,NA
2400,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Yilo Krobo (Somanya),-0.18159321,6.186355114,NA,NA,NA
2401,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,YILO KROBO,NA,NA,NA,NA,NA
2402,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Catering,Tema,-0.050088216,5.69031477,NA,NA,NA
2403,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2404,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Mach. Rew.,ACCRA METRO,NA,NA,NA,NA,NA
2405,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,TEMA,NA,NA,NA,NA,NA
2406,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,New Juaben (Koforidua),-0.297512323,6.112612724,NA,NA,NA
2407,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metro,NA,NA,NA,NA,NA
2408,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Juaboso Bia (Juaboso),-2.926683426,6.359212875,215,236.1111111,9
2409,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2410,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,Wa Municipal,-2.285030365,10.03062153,185,229.2857143,7
2411,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Aowin Suaman (Enchi),-2.78972435,5.78654623,208,243.8421053,19
2412,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2413,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Bolgatanga,-0.880232632,10.74245644,201,225.5333333,15
2414,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tema,-0.050088216,5.69031477,209,243.2857143,35
2415,"DORMAA SENIOR HIGH SCHOOL, DORMAA",,Ga West (Amasaman),-0.397510529,5.664687634,210,255.0566038,53
2416,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2417,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tema,-0.050088216,5.69031477,NA,NA,NA
2418,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Bole,-2.266675234,8.629695892,188,234.5,24
2419,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Catering,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2420,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Saboba/Chereponi (Saboba),0.166294068,9.916285515,225,236,5
2421,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Painting & Decorating,Bolgatanga,-0.880232632,10.74245644,192,234.6770833,96
2422,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Furniture Craft,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2423,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892,218,244.75,4
2424,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Cape Coast Municipal,-1.306593895,5.153656006,202,248.725,40
2425,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Bolgatanga,-0.880232632,10.74245644,201,225.5333333,15
2426,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Furniture Craft,Kpando,0.267385125,6.89685154,223,257.3809524,21
2427,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metro,NA,NA,NA,NA,NA
2428,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,MANYA KROBO,NA,NA,NA,NA,NA
2429,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Techiman,-1.944841981,7.677614689,209,246.75,32
2430,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Accounting,Hohoe,0.466238558,7.030594826,223,237.1428571,7
2431,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2432,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,TEMA,NA,NA,NA,NA,NA
2433,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,New Juaben (Koforidua),-0.297512323,6.112612724,NA,NA,NA
2434,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2435,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,South Tongu (Sogakope),0.645589471,5.960537434,247,247,1
2436,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,NA,NA,NA
2437,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Adansi West (Obuasi),-1.65927422,5.986411572,230,260.4375,16
2438,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2439,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2440,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Hohoe,0.466238558,7.030594826,223,237.1428571,7
2441,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Cape Coast Municipal,-1.306593895,5.153656006,213,260.4117647,17
2442,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Techiman,-1.944841981,7.677614689,NA,NA,NA
2443,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2444,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Motor Vehicle Mech.,Nkoranza,NA,NA,NA,NA,NA
2445,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Tema,-0.050088216,5.69031477,NA,NA,NA
2446,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2447,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,East Akim (Kibi),-0.454344213,6.178557873,226,261.7083333,24
2448,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Assin North (Assin Fosu),-1.374616981,5.77799511,214,255.9333333,60
2449,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Ho Municipal,0.52614224,6.717607021,NA,NA,NA
2450,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,KUMASI METRO,NA,NA,NA,NA,NA
2451,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Twifo Heman,NA,NA,NA,NA,NA
2452,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asutifi (Kenyasi),-2.515068054,7.028093815,234,245.6666667,3
2453,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2454,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tema,-0.050088216,5.69031477,NA,NA,NA
2455,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Atebubu,-1.065201521,7.675590515,207,240.7692308,13
2456,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Adansi East (New Edubiase),-1.396528602,6.105481625,233,254.5166667,60
2457,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2458,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,NA,NA,NA
2459,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2460,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,ACCRA METRO,NA,NA,NA,NA,NA
2461,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2462,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Nkoranza,NA,NA,NA,NA,NA
2463,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2464,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Secretarial,Kpando,0.267385125,6.89685154,223,257.3809524,21
2465,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,Ga West (Amasaman),-0.397510529,5.664687634,210,255.0566038,53
2466,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Sefwi Wiawso,-2.637861013,6.25838995,226,256,6
2467,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Nadowli,-2.427624464,10.36250973,NA,NA,NA
2468,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,263,284.72,50
2469,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,New Juaben (Koforidua),-0.297512323,6.112612724,215,252.0952381,21
2470,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2471,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Catering,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2472,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Abura/Asebu/ Kwaman,NA,NA,NA,NA,NA
2473,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwabre (Mamponteng),-1.541420102,6.806778431,226,226,1
2474,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2475,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metro,NA,NA,NA,NA,NA
2476,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2477,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Hair Dressing,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2478,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2479,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,New Juaben (Koforidua),-0.297512323,6.112612724,NA,NA,NA
2480,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Tema,-0.050088216,5.69031477,NA,NA,NA
2481,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Mach. Rew.,ACCRA METRO,NA,NA,NA,NA,NA
2482,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2483,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2484,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metro,NA,NA,NA,NA,NA
2485,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Sekyere East (Effiduase),-0.844235957,7.210828781,240,288.25,4
2486,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,New Juaben (Koforidua),-0.297512323,6.112612724,215,252.0952381,21
2487,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Sisala/Tumu (Tumu),-1.731065869,10.57417774,259,280.875,40
2488,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2489,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Mach. Rew.,Sisala/Tumu (Tumu),-1.731065869,10.57417774,NA,NA,NA
2490,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,Techiman,-1.944841981,7.677614689,NA,NA,NA
2491,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Accra Metropolitan,-0.197115257,5.607395649,205,273.6357143,280
2492,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,East Mamprusi (Gambaga),-0.414157361,10.47127342,210,232.25,8
2493,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2494,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Techiman,-1.944841981,7.677614689,214,243.2857143,21
2495,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2496,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,TANO SOUTH,NA,NA,NA,NA,NA
2497,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kpando,0.267385125,6.89685154,221,245,11
2498,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Twifo Heman,NA,NA,NA,NA,NA
2499,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2500,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Refrigeration & Air Cond.,Accra Metropolitan,-0.197115257,5.607395649,298,324.25,20
2501,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Asante Akim North (Konongo),-1.017963052,6.834003925,219,250.0263158,38
2502,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Saboba/Chereponi (Saboba),0.166294068,9.916285515,225,236,5
2503,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,North Tongu (Adidome),0.407175899,6.13318634,227,227,1
2504,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477,NA,NA,NA
2505,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Secretarial,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2506,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Mpohor-Wassa East (Daboase),-1.69756937,5.330795765,200,235.1219512,41
2507,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,ACCRA METRO,NA,NA,NA,NA,NA
2508,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2509,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2510,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Refrigeration & Air Cond.,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2511,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Tema,-0.050088216,5.69031477,NA,NA,NA
2512,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Secretarial,Ga West (Amasaman),-0.397510529,5.664687634,210,255.0566038,53
2513,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,302,323.7248322,149
2514,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Tema,-0.050088216,5.69031477,NA,NA,NA
2515,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2516,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Assin North (Assin Fosu),-1.374616981,5.77799511,NA,NA,NA
2517,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metro,NA,NA,NA,NA,NA
2518,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,212,259.1916667,120
2519,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Accra Metro,NA,NA,NA,NA,NA
2520,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,NA,NA,NA,NA,NA
2521,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Assin North (Assin Fosu),-1.374616981,5.77799511,NA,NA,NA
2522,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Techiman,-1.944841981,7.677614689,286,309.62,100
2523,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2524,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,New Juaben (Koforidua),-0.297512323,6.112612724,286,308.42,50
2525,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Agona Swedru,-0.755242527,5.617353439,207,238.9375,80
2526,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Accra Metropolitan,-0.197115257,5.607395649,278,295.54,50
2527,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Dangme West (Dodowa),0.512386501,5.786250591,207,257.56,50
2528,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Wa Municipal,-2.285030365,10.03062153,NA,NA,NA
2529,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Sunyani,-2.327423334,7.344677925,243,271.96,50
2530,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Afigya Sekyere (Agona),-1.548614264,7.00199604,222,260,50
2531,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,New Juaben (Koforidua),-0.297512323,6.112612724,NA,NA,NA
2532,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metro,NA,NA,NA,NA,NA
2533,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metro,NA,NA,NA,NA,NA
2534,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Accra Metro,NA,NA,NA,NA,NA
2535,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Wa Municipal,-2.285030365,10.03062153,NA,NA,NA
2536,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Kwahu South (Mpraeso),-0.635528684,6.619226456,201,240.625,8
2537,"DORMAA SENIOR HIGH SCHOOL, DORMAA","Radio, TV & Electronics",Saboba/Chereponi (Saboba),0.166294068,9.916285515,225,236,5
2538,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,West Akim (Asamankese),-0.609122574,5.833612442,247,255.5,2
2539,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ga East (Abokobi),-0.241145879,5.721142769,NA,NA,NA
2540,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,East Akim (Kibi),-0.454344213,6.178557873,210,246.0727273,110
2541,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Adansi West (Obuasi),-1.65927422,5.986411572,263,292.66,50
2542,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Wassa West (Tarkwa),-1.988853216,5.276049137,309,330.0666667,90
2543,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Tema,-0.050088216,5.69031477,NA,NA,NA
2544,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kpando,0.267385125,6.89685154,214,249.3877551,49
2545,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ho Municipal,0.52614224,6.717607021,NA,NA,NA
2546,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2547,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2548,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Saboba/Chereponi (Saboba),0.166294068,9.916285515,225,236,5
2549,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,NA,NA,NA,NA,NA
2550,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,TEMA,NA,NA,NA,NA,NA
2551,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metro,NA,NA,NA,NA,NA
2552,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Techiman,-1.944841981,7.677614689,NA,NA,NA
2553,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Akatsi,0.842700481,6.206889153,216,239.1428571,7
2554,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2555,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Assin North (Assin Fosu),-1.374616981,5.77799511,NA,NA,NA
2556,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Tano (Bechem),-2.021415234,7.183659077,216,255.7727273,66
2557,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Mach. Rew.,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2558,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2559,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Catering,Atebubu,-1.065201521,7.675590515,NA,NA,NA
2560,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,,NA,NA,NA,NA,NA
2561,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,Saboba/Chereponi (Saboba),0.166294068,9.916285515,225,236,5
2562,"DORMAA SENIOR HIGH SCHOOL, DORMAA","Radio, TV & Electronics",Tamale,-0.784348249,9.383351326,230,236,3
2563,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Bolgatanga,-0.880232632,10.74245644,284,304.1875,80
2564,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metro,NA,NA,NA,NA,NA
2565,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Tema,-0.050088216,5.69031477,NA,NA,NA
2566,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Painting & Decorating,Wa Municipal,-2.285030365,10.03062153,185,229.2857143,7
2567,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Motor Vehicle Mech.,Sisala/Tumu (Tumu),-1.731065869,10.57417774,NA,NA,NA
2568,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2569,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,SISALA EAST,NA,NA,NA,NA,NA
2570,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ho Municipal,0.52614224,6.717607021,214,249.2580645,31
2571,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Hohoe,0.466238558,7.030594826,228,238.3333333,3
2572,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Welding & Fabrication,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
2573,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,Sunyani,-2.327423334,7.344677925,282,304.9636364,55
2574,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2575,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,North Tongu (Adidome),0.407175899,6.13318634,227,227,1
2576,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Keta,0.853055775,5.907464027,NA,NA,NA
2577,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,North Tongu (Adidome),0.407175899,6.13318634,262,288.5,2
2578,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Tema,-0.050088216,5.69031477,NA,NA,NA
2579,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Plumbing & Gas Fitting,Kumasi Metro,-1.597187161,6.682059765,NA,NA,NA
2580,"DORMAA SENIOR HIGH SCHOOL, DORMAA","Radio, TV & Electronics",Tema,-0.050088216,5.69031477,248,270.5,2
2581,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ga East (Abokobi),-0.241145879,5.721142769,NA,NA,NA
2582,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,ACCRA METRO,NA,NA,NA,NA,NA
2583,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,New Juaben (Koforidua),-0.297512323,6.112612724,NA,NA,NA
